"","ssrm","hsr","ssr","ha","sa","sy","d"
"445",0.1,1,0.2,0.5,0.2,0.5,0.35
"446",0.1,1,0.2,0.5,0.2,0.6,0.35
"447",0.1,1,0.2,0.5,0.3,0.1,0.4
"448",0.1,1,0.2,0.5,0.3,0.2,0.35
"449",0.1,1,0.2,0.5,0.3,0.2,0.45
"450",0.1,1,0.2,0.5,0.3,0.3,0.35
"451",0.1,1,0.2,0.5,0.3,0.3,0.5
"452",0.1,1,0.2,0.5,0.3,0.4,0.35
"453",0.1,1,0.2,0.5,0.3,0.5,0.35
"454",0.1,1,0.2,0.5,0.3,0.6,0.35
"455",0.1,1,0.2,0.5,0.4,0.1,0.4
"456",0.1,1,0.2,0.5,0.4,0.2,0.35
"457",0.1,1,0.2,0.5,0.4,0.2,0.45
"458",0.1,1,0.2,0.5,0.4,0.3,0.35
"459",0.1,1,0.2,0.5,0.4,0.3,0.5
"460",0.1,1,0.2,0.5,0.4,0.4,0.35
"461",0.1,1,0.2,0.5,0.4,0.5,0.35
"462",0.1,1,0.2,0.5,0.4,0.6,0.35
"463",0.1,1,0.2,0.5,0.5,0.1,0.4
"464",0.1,1,0.2,0.5,0.5,0.2,0.35
"465",0.1,1,0.2,0.5,0.5,0.2,0.45
"466",0.1,1,0.2,0.5,0.5,0.3,0.35
"467",0.1,1,0.2,0.5,0.5,0.3,0.5
"468",0.1,1,0.2,0.5,0.5,0.4,0.35
"469",0.1,1,0.2,0.5,0.5,0.5,0.35
"470",0.1,1,0.2,0.5,0.5,0.6,0.35
"471",0.1,1,0.2,0.5,0.6,0.1,0.4
"472",0.1,1,0.2,0.5,0.6,0.2,0.35
"473",0.1,1,0.2,0.5,0.6,0.2,0.45
"474",0.1,1,0.2,0.5,0.6,0.3,0.35
"475",0.1,1,0.2,0.5,0.6,0.3,0.5
"476",0.1,1,0.2,0.5,0.6,0.4,0.35
"477",0.1,1,0.2,0.5,0.6,0.5,0.35
"478",0.1,1,0.2,0.5,0.6,0.6,0.35
"479",0.1,1,0.2,0.5,0.7,0.2,0.35
"480",0.1,1,0.2,0.5,0.7,0.2,0.45
"481",0.1,1,0.2,0.5,0.7,0.3,0.35
"482",0.1,1,0.2,0.5,0.7,0.3,0.5
"483",0.1,1,0.2,0.5,0.7,0.4,0.35
"484",0.1,1,0.2,0.5,0.7,0.5,0.35
"485",0.1,1,0.2,0.5,0.7,0.6,0.35
"486",0.1,1,0.2,0.5,0.8,0.2,0.45
"487",0.1,1,0.2,0.5,0.8,0.3,0.5
"488",0.1,1,0.2,0.5,0.9,0.2,0.45
"489",0.1,1,0.2,0.5,0.9,0.3,0.5
"490",0.1,1,0.2,0.5,0,0.1,0.4
"491",0.1,1,0.2,0.5,0,0.2,0.35
"492",0.1,1,0.2,0.5,0,0.2,0.45
"493",0.1,1,0.2,0.5,0,0.3,0.35
"494",0.1,1,0.2,0.5,0,0.3,0.5
"495",0.1,1,0.2,0.5,0,0.4,0.35
"496",0.1,1,0.2,0.5,0,0.5,0.35
"497",0.1,1,0.2,0.5,0,0.6,0.35
"498",0.1,1,0.2,0.5,1,0.2,0.45
"499",0.1,1,0.2,0.5,1,0.3,0.5
"500",0.2,1,0.1,0.5,0.1,0.1,0.3
"501",0.2,1,0.1,0.5,0.1,0.1,0.35
"502",0.2,1,0.1,0.5,0.1,0.1,0.5
"503",0.2,1,0.1,0.5,0.1,0.2,0.3
"504",0.2,1,0.1,0.5,0.1,0.3,0.4
"505",0.2,1,0.1,0.5,0.1,0.4,0.4
"506",0.2,1,0.1,0.5,0.2,0.1,0.3
"507",0.2,1,0.1,0.5,0.2,0.1,0.35
"508",0.2,1,0.1,0.5,0.2,0.1,0.5
"509",0.2,1,0.1,0.5,0.2,0.2,0.3
"510",0.2,1,0.1,0.5,0.2,0.3,0.4
"511",0.2,1,0.1,0.5,0.2,0.4,0.4
"512",0.2,1,0.1,0.5,0.3,0.1,0.3
"513",0.2,1,0.1,0.5,0.3,0.1,0.35
"514",0.2,1,0.1,0.5,0.3,0.1,0.5
"515",0.2,1,0.1,0.5,0.3,0.2,0.3
"516",0.2,1,0.1,0.5,0.3,0.3,0.4
"517",0.2,1,0.1,0.5,0.3,0.4,0.4
"518",0.2,1,0.1,0.5,0.4,0.1,0.35
"519",0.2,1,0.1,0.5,0.4,0.1,0.5
"520",0.2,1,0.1,0.5,0.4,0.3,0.4
"521",0.2,1,0.1,0.5,0.4,0.4,0.4
"522",0.2,1,0.1,0.5,0.5,0.1,0.5
"523",0.2,1,0.1,0.5,0.5,0.3,0.4
"524",0.2,1,0.1,0.5,0.5,0.4,0.4
"525",0.2,1,0.1,0.5,0.6,0.1,0.5
"526",0.2,1,0.1,0.5,0.6,0.3,0.4
"527",0.2,1,0.1,0.5,0.6,0.4,0.4
"528",0.2,1,0.1,0.5,0.7,0.1,0.5
"529",0.2,1,0.1,0.5,0.7,0.3,0.4
"530",0.2,1,0.1,0.5,0.7,0.4,0.4
"531",0.2,1,0.1,0.5,0.8,0.3,0.4
"532",0.2,1,0.1,0.5,0.8,0.4,0.4
"533",0.2,1,0.1,0.5,0.9,0.3,0.4
"534",0.2,1,0.1,0.5,0.9,0.4,0.4
"535",0.2,1,0.1,0.5,0,0.1,0.3
"536",0.2,1,0.1,0.5,0,0.1,0.35
"537",0.2,1,0.1,0.5,0,0.1,0.5
"538",0.2,1,0.1,0.5,0,0.2,0.3
"539",0.2,1,0.1,0.5,0,0.3,0.4
"540",0.2,1,0.1,0.5,0,0.4,0.4
"541",0.2,1,0.1,0.5,1,0.3,0.4
"542",0.2,1,0.1,0.5,1,0.4,0.4
"543",0.2,1,0.2,0.5,0.1,0.1,0.5
"544",0.2,1,0.2,0.5,0.1,0.2,0.5
"545",0.2,1,0.2,0.5,0.1,0.3,0.45
"546",0.2,1,0.2,0.5,0.1,0.4,0.45
"547",0.2,1,0.2,0.5,0.1,0.5,0.45
"548",0.2,1,0.2,0.5,0.1,0.6,0.45
"549",0.2,1,0.2,0.5,0.1,0.7,0.45
"550",0.2,1,0.2,0.5,0.1,0.8,0.45
"551",0.2,1,0.2,0.5,0.2,0.1,0.5
"552",0.2,1,0.2,0.5,0.2,0.2,0.5
"553",0.2,1,0.2,0.5,0.2,0.3,0.45
"554",0.2,1,0.2,0.5,0.2,0.4,0.45
"555",0.2,1,0.2,0.5,0.2,0.5,0.45
"556",0.2,1,0.2,0.5,0.2,0.6,0.45
"557",0.2,1,0.2,0.5,0.2,0.7,0.45
"558",0.2,1,0.2,0.5,0.2,0.8,0.45
"559",0.2,1,0.2,0.5,0.3,0.1,0.5
"560",0.2,1,0.2,0.5,0.3,0.2,0.5
"561",0.2,1,0.2,0.5,0.3,0.3,0.45
"562",0.2,1,0.2,0.5,0.3,0.4,0.45
"563",0.2,1,0.2,0.5,0.3,0.5,0.45
"564",0.2,1,0.2,0.5,0.3,0.6,0.45
"565",0.2,1,0.2,0.5,0.3,0.7,0.45
"566",0.2,1,0.2,0.5,0.3,0.8,0.45
"567",0.2,1,0.2,0.5,0.4,0.1,0.5
"568",0.2,1,0.2,0.5,0.4,0.2,0.5
"569",0.2,1,0.2,0.5,0.4,0.3,0.45
"570",0.2,1,0.2,0.5,0.4,0.4,0.45
"571",0.2,1,0.2,0.5,0.4,0.5,0.45
"572",0.2,1,0.2,0.5,0.4,0.6,0.45
"573",0.2,1,0.2,0.5,0.4,0.7,0.45
"574",0.2,1,0.2,0.5,0.4,0.8,0.45
"575",0.2,1,0.2,0.5,0.5,0.1,0.5
"576",0.2,1,0.2,0.5,0.5,0.2,0.5
"577",0.2,1,0.2,0.5,0.5,0.3,0.45
"578",0.2,1,0.2,0.5,0.5,0.4,0.45
"579",0.2,1,0.2,0.5,0.5,0.5,0.45
"580",0.2,1,0.2,0.5,0.5,0.6,0.45
"581",0.2,1,0.2,0.5,0.5,0.7,0.45
"582",0.2,1,0.2,0.5,0.5,0.8,0.45
"583",0.2,1,0.2,0.5,0.6,0.1,0.5
"584",0.2,1,0.2,0.5,0.6,0.2,0.5
"585",0.2,1,0.2,0.5,0.6,0.3,0.45
"586",0.2,1,0.2,0.5,0.6,0.4,0.45
"587",0.2,1,0.2,0.5,0.6,0.5,0.45
"588",0.2,1,0.2,0.5,0.6,0.6,0.45
"589",0.2,1,0.2,0.5,0.6,0.7,0.45
"590",0.2,1,0.2,0.5,0.6,0.8,0.45
"591",0.2,1,0.2,0.5,0.7,0.1,0.5
"592",0.2,1,0.2,0.5,0.7,0.2,0.5
"593",0.2,1,0.2,0.5,0.7,0.3,0.45
"594",0.2,1,0.2,0.5,0.7,0.4,0.45
"595",0.2,1,0.2,0.5,0.7,0.5,0.45
"596",0.2,1,0.2,0.5,0.7,0.6,0.45
"597",0.2,1,0.2,0.5,0.7,0.7,0.45
"598",0.2,1,0.2,0.5,0.7,0.8,0.45
"599",0.2,1,0.2,0.5,0.8,0.1,0.5
"600",0.2,1,0.2,0.5,0.8,0.2,0.5
"601",0.2,1,0.2,0.5,0.8,0.3,0.45
"602",0.2,1,0.2,0.5,0.8,0.4,0.45
"603",0.2,1,0.2,0.5,0.8,0.5,0.45
"604",0.2,1,0.2,0.5,0.8,0.6,0.45
"605",0.2,1,0.2,0.5,0.8,0.7,0.45
"606",0.2,1,0.2,0.5,0.8,0.8,0.45
"607",0.2,1,0.2,0.5,0.9,0.1,0.5
"608",0.2,1,0.2,0.5,0.9,0.2,0.5
"609",0.2,1,0.2,0.5,0.9,0.3,0.45
"610",0.2,1,0.2,0.5,0.9,0.4,0.45
"611",0.2,1,0.2,0.5,0.9,0.5,0.45
"612",0.2,1,0.2,0.5,0.9,0.6,0.45
"613",0.2,1,0.2,0.5,0.9,0.7,0.45
"614",0.2,1,0.2,0.5,0.9,0.8,0.45
"615",0.2,1,0.2,0.5,0,0.1,0.5
"616",0.2,1,0.2,0.5,0,0.2,0.5
"617",0.2,1,0.2,0.5,0,0.3,0.45
"618",0.2,1,0.2,0.5,0,0.4,0.45
"619",0.2,1,0.2,0.5,0,0.5,0.45
"620",0.2,1,0.2,0.5,0,0.6,0.45
"621",0.2,1,0.2,0.5,0,0.7,0.45
"622",0.2,1,0.2,0.5,0,0.8,0.45
"623",0.2,1,0.2,0.5,1,0.1,0.5
"624",0.2,1,0.2,0.5,1,0.2,0.5
"625",0.2,1,0.2,0.5,1,0.3,0.45
"626",0.2,1,0.2,0.5,1,0.4,0.45
"627",0.2,1,0.2,0.5,1,0.5,0.45
"628",0.2,1,0.2,0.5,1,0.6,0.45
"629",0.2,1,0.2,0.5,1,0.7,0.45
"630",0.2,1,0.2,0.5,1,0.8,0.45
"631",0.3,1,0.1,0.5,0.1,0.1,0.4
"632",0.3,1,0.1,0.5,0.1,0.1,0.45
"633",0.3,1,0.1,0.5,0.1,0.2,0.4
"634",0.3,1,0.1,0.5,0.1,0.2,0.45
"635",0.3,1,0.1,0.5,0.1,0.3,0.4
"636",0.3,1,0.1,0.5,0.2,0.1,0.4
"637",0.3,1,0.1,0.5,0.2,0.1,0.45
"638",0.3,1,0.1,0.5,0.2,0.2,0.4
"639",0.3,1,0.1,0.5,0.2,0.2,0.45
"640",0.3,1,0.1,0.5,0.2,0.3,0.4
"641",0.3,1,0.1,0.5,0.3,0.1,0.4
"642",0.3,1,0.1,0.5,0.3,0.1,0.45
"643",0.3,1,0.1,0.5,0.3,0.2,0.4
"644",0.3,1,0.1,0.5,0.3,0.2,0.45
"645",0.3,1,0.1,0.5,0.3,0.3,0.4
"646",0.3,1,0.1,0.5,0.4,0.1,0.4
"647",0.3,1,0.1,0.5,0.4,0.1,0.45
"648",0.3,1,0.1,0.5,0.4,0.2,0.4
"649",0.3,1,0.1,0.5,0.4,0.2,0.45
"650",0.3,1,0.1,0.5,0.4,0.3,0.4
"651",0.3,1,0.1,0.5,0.5,0.1,0.45
"652",0.3,1,0.1,0.5,0.5,0.2,0.4
"653",0.3,1,0.1,0.5,0.5,0.2,0.45
"654",0.3,1,0.1,0.5,0.5,0.3,0.4
"655",0.3,1,0.1,0.5,0.6,0.1,0.45
"656",0.3,1,0.1,0.5,0.6,0.2,0.4
"657",0.3,1,0.1,0.5,0.6,0.2,0.45
"658",0.3,1,0.1,0.5,0.6,0.3,0.4
"659",0.3,1,0.1,0.5,0.7,0.1,0.45
"660",0.3,1,0.1,0.5,0.7,0.2,0.45
"661",0.3,1,0.1,0.5,0.8,0.2,0.45
"662",0.3,1,0.1,0.5,0,0.1,0.4
"663",0.3,1,0.1,0.5,0,0.1,0.45
"664",0.3,1,0.1,0.5,0,0.2,0.4
"665",0.3,1,0.1,0.5,0,0.2,0.45
"666",0.3,1,0.1,0.5,0,0.3,0.4
"667",0,1,0.1,0.5,0.1,0.1,0.5
"668",0,1,0.1,0.5,0.2,0.1,0.5
"669",0,1,0.1,0.5,0.3,0.1,0.5
"670",0,1,0.1,0.5,0.4,0.1,0.5
"671",0,1,0.1,0.5,0.5,0.1,0.5
"672",0,1,0.1,0.5,0.6,0.1,0.5
"673",0,1,0.1,0.5,0.7,0.1,0.5
"674",0,1,0.1,0.5,0.8,0.1,0.5
"675",0,1,0.1,0.5,0.9,0.1,0.5
"676",0,1,0.1,0.5,0,0.1,0.5
"677",0,1,0.1,0.5,1,0.1,0.5
"678",0,1,0.2,0.5,0.1,0.1,0.45
"679",0,1,0.2,0.5,0.1,0.2,0.3
"680",0,1,0.2,0.5,0.2,0.1,0.45
"681",0,1,0.2,0.5,0.2,0.2,0.3
"682",0,1,0.2,0.5,0.3,0.1,0.45
"683",0,1,0.2,0.5,0.3,0.2,0.3
"684",0,1,0.2,0.5,0.4,0.1,0.45
"685",0,1,0.2,0.5,0.5,0.1,0.45
"686",0,1,0.2,0.5,0.6,0.1,0.45
"687",0,1,0.2,0.5,0.7,0.1,0.45
"688",0,1,0.2,0.5,0.8,0.1,0.45
"689",0,1,0.2,0.5,0.9,0.1,0.45
"690",0,1,0.2,0.5,0,0.1,0.45
"691",0,1,0.2,0.5,0,0.2,0.3
"692",0,1,0.3,0.5,0.1,0.2,0.45
"693",0,1,0.3,0.5,0.2,0.2,0.45
"694",0,1,0.3,0.5,0.3,0.2,0.45
"695",0,1,0.3,0.5,0.4,0.2,0.45
"696",0,1,0.3,0.5,0.5,0.2,0.45
"697",0,1,0.3,0.5,0.6,0.2,0.45
"698",0,1,0.3,0.5,0.7,0.2,0.45
"699",0,1,0.3,0.5,0.8,0.2,0.45
"700",0,1,0.3,0.5,0.9,0.2,0.45
"701",0,1,0.3,0.5,0,0.2,0.45
"702",0.1,1,0.1,1,0.1,0.1,0.35
"703",0.1,1,0.1,1,0.1,0.2,0.25
"704",0.1,1,0.1,1,0.1,0.2,0.4
"705",0.1,1,0.1,1,0.1,0.3,0.45
"706",0.1,1,0.1,1,0.1,0.4,0.3
"707",0.1,1,0.1,1,0.2,0.1,0.35
"708",0.1,1,0.1,1,0.2,0.2,0.4
"709",0.1,1,0.1,1,0.2,0.3,0.45
"710",0.1,1,0.1,1,0.2,0.4,0.3
"711",0.1,1,0.1,1,0.3,0.2,0.4
"712",0.1,1,0.1,1,0.3,0.3,0.45
"713",0.1,1,0.1,1,0.4,0.2,0.4
"714",0.1,1,0.1,1,0.4,0.3,0.45
"715",0.1,1,0.1,1,0.5,0.3,0.45
"716",0.1,1,0.1,1,0.6,0.3,0.45
"717",0.1,1,0.1,1,0,0.1,0.35
"718",0.1,1,0.1,1,0,0.2,0.25
"719",0.1,1,0.1,1,0,0.2,0.4
"720",0.1,1,0.1,1,0,0.3,0.45
"721",0.1,1,0.1,1,0,0.4,0.3
"722",0.1,1,0.2,1,0.1,0.1,0.4
"723",0.1,1,0.2,1,0.1,0.2,0.35
"724",0.1,1,0.2,1,0.1,0.2,0.45
"725",0.1,1,0.2,1,0.1,0.3,0.35
"726",0.1,1,0.2,1,0.1,0.3,0.5
"727",0.1,1,0.2,1,0.1,0.4,0.35
"728",0.1,1,0.2,1,0.1,0.5,0.35
"729",0.1,1,0.2,1,0.1,0.6,0.35
"730",0.1,1,0.2,1,0.2,0.1,0.4
"731",0.1,1,0.2,1,0.2,0.2,0.35
"732",0.1,1,0.2,1,0.2,0.2,0.45
"733",0.1,1,0.2,1,0.2,0.3,0.35
"734",0.1,1,0.2,1,0.2,0.3,0.5
"735",0.1,1,0.2,1,0.2,0.4,0.35
"736",0.1,1,0.2,1,0.2,0.5,0.35
"737",0.1,1,0.2,1,0.2,0.6,0.35
"738",0.1,1,0.2,1,0.3,0.1,0.4
"739",0.1,1,0.2,1,0.3,0.2,0.35
"740",0.1,1,0.2,1,0.3,0.2,0.45
"741",0.1,1,0.2,1,0.3,0.3,0.35
"742",0.1,1,0.2,1,0.3,0.3,0.5
"743",0.1,1,0.2,1,0.3,0.4,0.35
"744",0.1,1,0.2,1,0.3,0.5,0.35
"745",0.1,1,0.2,1,0.3,0.6,0.35
"746",0.1,1,0.2,1,0.4,0.2,0.45
"747",0.1,1,0.2,1,0.4,0.3,0.5
"748",0.1,1,0.2,1,0.5,0.2,0.45
"749",0.1,1,0.2,1,0.5,0.3,0.5
"750",0.1,1,0.2,1,0.6,0.2,0.45
"751",0.1,1,0.2,1,0.6,0.3,0.5
"752",0.1,1,0.2,1,0.7,0.3,0.5
"753",0.1,1,0.2,1,0.8,0.3,0.5
"754",0.1,1,0.2,1,0.9,0.3,0.5
"755",0.1,1,0.2,1,0,0.1,0.4
"756",0.1,1,0.2,1,0,0.2,0.35
"757",0.1,1,0.2,1,0,0.2,0.45
"758",0.1,1,0.2,1,0,0.3,0.35
"759",0.1,1,0.2,1,0,0.3,0.5
"760",0.1,1,0.2,1,0,0.4,0.35
"761",0.1,1,0.2,1,0,0.5,0.35
"762",0.1,1,0.2,1,0,0.6,0.35
"763",0.2,1,0.1,1,0.1,0.1,0.3
"764",0.2,1,0.1,1,0.1,0.1,0.35
"765",0.2,1,0.1,1,0.1,0.1,0.5
"766",0.2,1,0.1,1,0.1,0.2,0.3
"767",0.2,1,0.1,1,0.1,0.3,0.4
"768",0.2,1,0.1,1,0.1,0.4,0.4
"769",0.2,1,0.1,1,0.2,0.1,0.35
"770",0.2,1,0.1,1,0.2,0.1,0.5
"771",0.2,1,0.1,1,0.2,0.3,0.4
"772",0.2,1,0.1,1,0.2,0.4,0.4
"773",0.2,1,0.1,1,0.3,0.1,0.5
"774",0.2,1,0.1,1,0.3,0.3,0.4
"775",0.2,1,0.1,1,0.3,0.4,0.4
"776",0.2,1,0.1,1,0.4,0.3,0.4
"777",0.2,1,0.1,1,0.4,0.4,0.4
"778",0.2,1,0.1,1,0.5,0.3,0.4
"779",0.2,1,0.1,1,0.5,0.4,0.4
"780",0.2,1,0.1,1,0,0.1,0.3
"781",0.2,1,0.1,1,0,0.1,0.35
"782",0.2,1,0.1,1,0,0.1,0.5
"783",0.2,1,0.1,1,0,0.2,0.3
"784",0.2,1,0.1,1,0,0.3,0.4
"785",0.2,1,0.1,1,0,0.4,0.4
"786",0.2,1,0.2,1,0.1,0.1,0.5
"787",0.2,1,0.2,1,0.1,0.2,0.5
"788",0.2,1,0.2,1,0.1,0.3,0.45
"789",0.2,1,0.2,1,0.1,0.4,0.45
"790",0.2,1,0.2,1,0.1,0.5,0.45
"791",0.2,1,0.2,1,0.1,0.6,0.45
"792",0.2,1,0.2,1,0.1,0.7,0.45
"793",0.2,1,0.2,1,0.1,0.8,0.45
"794",0.2,1,0.2,1,0.2,0.1,0.5
"795",0.2,1,0.2,1,0.2,0.2,0.5
"796",0.2,1,0.2,1,0.2,0.3,0.45
"797",0.2,1,0.2,1,0.2,0.4,0.45
"798",0.2,1,0.2,1,0.2,0.5,0.45
"799",0.2,1,0.2,1,0.2,0.6,0.45
"800",0.2,1,0.2,1,0.2,0.7,0.45
"801",0.2,1,0.2,1,0.2,0.8,0.45
"802",0.2,1,0.2,1,0.3,0.1,0.5
"803",0.2,1,0.2,1,0.3,0.2,0.5
"804",0.2,1,0.2,1,0.3,0.3,0.45
"805",0.2,1,0.2,1,0.3,0.4,0.45
"806",0.2,1,0.2,1,0.3,0.5,0.45
"807",0.2,1,0.2,1,0.3,0.6,0.45
"808",0.2,1,0.2,1,0.3,0.7,0.45
"809",0.2,1,0.2,1,0.3,0.8,0.45
"810",0.2,1,0.2,1,0.4,0.1,0.5
"811",0.2,1,0.2,1,0.4,0.2,0.5
"812",0.2,1,0.2,1,0.4,0.3,0.45
"813",0.2,1,0.2,1,0.4,0.4,0.45
"814",0.2,1,0.2,1,0.4,0.5,0.45
"815",0.2,1,0.2,1,0.4,0.6,0.45
"816",0.2,1,0.2,1,0.4,0.7,0.45
"817",0.2,1,0.2,1,0.4,0.8,0.45
"818",0.2,1,0.2,1,0.5,0.1,0.5
"819",0.2,1,0.2,1,0.5,0.2,0.5
"820",0.2,1,0.2,1,0.5,0.3,0.45
"821",0.2,1,0.2,1,0.5,0.4,0.45
"822",0.2,1,0.2,1,0.5,0.5,0.45
"823",0.2,1,0.2,1,0.5,0.6,0.45
"824",0.2,1,0.2,1,0.5,0.7,0.45
"825",0.2,1,0.2,1,0.5,0.8,0.45
"826",0.2,1,0.2,1,0.6,0.1,0.5
"827",0.2,1,0.2,1,0.6,0.2,0.5
"828",0.2,1,0.2,1,0.7,0.2,0.5
"829",0.2,1,0.2,1,0,0.1,0.5
"830",0.2,1,0.2,1,0,0.2,0.5
"831",0.2,1,0.2,1,0,0.3,0.45
"832",0.2,1,0.2,1,0,0.4,0.45
"833",0.2,1,0.2,1,0,0.5,0.45
"834",0.2,1,0.2,1,0,0.6,0.45
"835",0.2,1,0.2,1,0,0.7,0.45
"836",0.2,1,0.2,1,0,0.8,0.45
"837",0.3,1,0.1,1,0.1,0.1,0.4
"838",0.3,1,0.1,1,0.1,0.1,0.45
"839",0.3,1,0.1,1,0.1,0.2,0.4
"840",0.3,1,0.1,1,0.1,0.2,0.45
"841",0.3,1,0.1,1,0.1,0.3,0.4
"842",0.3,1,0.1,1,0.2,0.1,0.4
"843",0.3,1,0.1,1,0.2,0.1,0.45
"844",0.3,1,0.1,1,0.2,0.2,0.4
"845",0.3,1,0.1,1,0.2,0.2,0.45
"846",0.3,1,0.1,1,0.2,0.3,0.4
"847",0.3,1,0.1,1,0.3,0.1,0.45
"848",0.3,1,0.1,1,0.3,0.2,0.4
"849",0.3,1,0.1,1,0.3,0.2,0.45
"850",0.3,1,0.1,1,0.3,0.3,0.4
"851",0.3,1,0.1,1,0.4,0.2,0.45
"852",0.3,1,0.1,1,0,0.1,0.4
"853",0.3,1,0.1,1,0,0.1,0.45
"854",0.3,1,0.1,1,0,0.2,0.4
"855",0.3,1,0.1,1,0,0.2,0.45
"856",0.3,1,0.1,1,0,0.3,0.4
"857",0,1,0.1,1,0.1,0.1,0.5
"858",0,1,0.1,1,0.2,0.1,0.5
"859",0,1,0.1,1,0.3,0.1,0.5
"860",0,1,0.1,1,0.4,0.1,0.5
"861",0,1,0.1,1,0.5,0.1,0.5
"862",0,1,0.1,1,0,0.1,0.5
"863",0,1,0.2,1,0.1,0.1,0.45
"864",0,1,0.2,1,0.1,0.2,0.3
"865",0,1,0.2,1,0.2,0.1,0.45
"866",0,1,0.2,1,0.3,0.1,0.45
"867",0,1,0.2,1,0.4,0.1,0.45
"868",0,1,0.2,1,0,0.1,0.45
"869",0,1,0.2,1,0,0.2,0.3
"870",0,1,0.3,1,0.1,0.2,0.45
"871",0,1,0.3,1,0.2,0.2,0.45
"872",0,1,0.3,1,0.3,0.2,0.45
"873",0,1,0.3,1,0.4,0.2,0.45
"874",0,1,0.3,1,0,0.2,0.45
